Quotes,Punc_Freq,Punc_Type,Exclamation,Stopwords,Camelcase,Negation,Propn,Usermention,Hashtags,Misspel,OutofVocab,Noun,Past_Tense,Verbs,Interrogation,word_count,mean_word_length,ttr,mtld,sentiment_score,constructive,fear,anger,trust,surprise,positive,negative,sadness,disgust,joy,anticipation
0,2,2,1,3,0,0,1,0,0,2,3,2,0,0,0,6,2,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,3,3,0,13,0,0,0,0,0,1,8,2,2,5,0,43,3,0,4,0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0
0,2,3,0,8,0,0,2,0,0,1,8,4,2,4,0,35,4,0,5,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,2,3,0,8,0,0,1,0,0,1,6,4,0,2,0,68,4,0,4,0,0.0,0.0625,0.1875,0.0625,0.0625,0.0625,0.25,0.0625,0.125,0.0625,0.0625
0,1,1,0,3,0,0,0,0,0,0,2,1,0,1,0,18,3,0,6,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0,2,2,0,6,0,1,0,0,0,1,4,3,0,0,0,10,4,1,0,-1,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333
0,3,3,0,7,0,1,1,0,0,2,6,5,2,3,0,15,3,1,0,0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
0,3,5,0,10,0,0,0,0,0,1,6,1,0,2,0,64,3,0,4,0,0.0,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.25,0.25
0,2,6,0,9,0,0,0,0,0,1,7,3,0,4,0,98,3,0,143,0,1.0,0.0,0.0,0.2105263157894736,0.0,0.1578947368421052,0.1578947368421052,0.1578947368421052,0.0,0.1578947368421052,0.1578947368421052
0,2,4,0,8,0,0,1,0,0,1,5,4,0,2,0,45,4,0,5,-1,1.0,0.2,0.1333333333333333,0.0666666666666666,0.0,0.2,0.2,0.0666666666666666,0.0,0.0666666666666666,0.0666666666666666
0,1,5,0,8,0,0,0,0,0,0,6,3,0,2,0,88,4,0,135,1,1.0,0.0,0.0,0.3333333333333333,0.0,0.4166666666666667,0.0,0.0,0.0,0.125,0.125
0,2,2,0,6,0,0,0,0,0,2,5,1,0,2,0,23,3,0,7,0,1.0,0.0,0.0,0.2857142857142857,0.0,0.1428571428571428,0.2857142857142857,0.0,0.0,0.1428571428571428,0.1428571428571428
1,3,3,0,5,0,0,0,0,0,2,6,3,0,1,0,8,2,1,0,0,1.0,0.0,0.0,0.25,0.0,0.25,0.25,0.0,0.0,0.25,0.0
0,1,2,0,13,0,0,0,0,0,1,6,3,0,3,0,60,3,0,5,0,1.0,0.0909090909090909,0.0,0.0909090909090909,0.0,0.1818181818181818,0.0909090909090909,0.0909090909090909,0.0909090909090909,0.0909090909090909,0.2727272727272727
0,4,5,0,15,0,0,0,0,0,3,11,4,0,3,0,121,3,0,79,2,1.0,0.0416666666666666,0.0833333333333333,0.2083333333333333,0.0833333333333333,0.2916666666666667,0.0,0.0,0.0,0.125,0.1666666666666666
0,1,2,0,13,0,0,0,0,0,0,6,3,0,4,0,142,3,0,88,2,1.0,0.04,0.04,0.12,0.04,0.36,0.08,0.0,0.0,0.12,0.2
0,2,3,0,13,0,0,0,0,0,1,8,4,1,5,0,42,3,0,4,0,1.0,0.0,0.0,0.2727272727272727,0.0,0.1818181818181818,0.2727272727272727,0.0,0.0909090909090909,0.0909090909090909,0.0909090909090909
0,1,2,0,7,0,0,0,0,0,0,4,2,0,2,0,21,3,0,10,0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0
0,2,4,0,7,0,0,0,0,0,0,6,3,0,2,0,91,4,0,127,0,1.0,0.0,0.1428571428571428,0.0,0.1428571428571428,0.2857142857142857,0.1428571428571428,0.1428571428571428,0.0,0.0,0.1428571428571428
0,2,8,0,11,0,0,0,0,0,1,7,3,0,3,0,214,3,0,87,2,1.0,0.048780487804878,0.0,0.1463414634146341,0.073170731707317,0.2195121951219512,0.1219512195121951,0.048780487804878,0.048780487804878,0.1463414634146341,0.1463414634146341
0,2,4,0,17,0,0,0,0,0,1,11,7,0,6,0,175,3,0,126,3,1.0,0.1276595744680851,0.0425531914893617,0.1914893617021276,0.0,0.2978723404255319,0.0851063829787234,0.0212765957446808,0.0,0.1276595744680851,0.1063829787234042
0,3,5,0,16,0,1,1,0,0,3,12,5,0,7,0,56,3,0,11,0,1.0,0.1428571428571428,0.0,0.2857142857142857,0.0,0.1428571428571428,0.1428571428571428,0.0,0.1428571428571428,0.0,0.1428571428571428
0,1,3,0,6,0,0,0,0,0,0,4,2,0,2,0,101,4,0,59,4,1.0,0.0555555555555555,0.1111111111111111,0.0555555555555555,0.0,0.3333333333333333,0.1666666666666666,0.1111111111111111,0.0,0.0555555555555555,0.1111111111111111
0,28,2,0,21,0,2,5,1,0,6,13,17,3,6,1,37,4,0,6,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1,2,3,0,8,0,0,0,0,0,0,7,2,0,3,0,41,3,0,4,2,1.0,0.0,0.2,0.2,0.0,0.2,0.1,0.0,0.0,0.1,0.2
0,2,2,0,10,0,0,0,0,0,2,10,6,1,5,0,24,4,0,11,1,1.0,0.0,0.0,0.0,0.0,0.2,0.4,0.0,0.2,0.0,0.2
0,1,4,0,5,0,0,1,0,0,0,4,4,0,2,0,53,4,0,5,2,1.0,0.0,0.1111111111111111,0.2222222222222222,0.0,0.2222222222222222,0.1111111111111111,0.1111111111111111,0.0,0.1111111111111111,0.1111111111111111
0,1,4,0,11,0,0,0,0,0,0,7,4,0,3,0,178,3,0,129,0,1.0,0.0625,0.0625,0.15625,0.03125,0.21875,0.125,0.03125,0.0,0.15625,0.15625
0,1,2,0,12,0,0,0,0,0,0,5,3,0,2,0,38,3,0,6,0,1.0,0.125,0.0,0.125,0.0,0.125,0.25,0.125,0.125,0.0,0.125
0,4,13,0,14,0,0,3,0,0,2,10,5,1,2,0,425,3,0,113,6,1.0,0.0,0.1379310344827586,0.1724137931034483,0.0172413793103448,0.293103448275862,0.1379310344827586,0.0862068965517241,0.0344827586206896,0.0517241379310344,0.0689655172413793
1,4,6,0,18,0,0,3,0,0,3,12,6,1,4,0,94,3,0,3,0,1.0,0.0,0.05,0.1,0.1,0.25,0.05,0.1,0.0,0.2,0.15
0,0,0,0,4,0,0,0,0,0,0,4,4,0,0,0,9,5,0,8,0,1.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0
2,5,3,0,13,0,0,1,0,0,2,12,4,0,5,2,23,3,0,11,0,1.0,0.0,0.0,0.1111111111111111,0.1111111111111111,0.3333333333333333,0.0,0.1111111111111111,0.0,0.2222222222222222,0.1111111111111111
0,1,2,0,4,0,0,1,0,0,1,3,2,0,0,0,19,4,0,9,-2,1.0,0.25,0.125,0.0,0.0,0.0,0.25,0.25,0.125,0.0,0.0
0,3,2,0,14,0,1,2,0,0,2,10,3,1,2,0,23,3,0,7,0,1.0,0.25,0.0,0.25,0.0,0.0,0.25,0.25,0.0,0.0,0.0
0,5,2,0,5,0,0,0,0,0,2,5,2,0,0,0,8,3,0,8,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,4,5,0,10,0,0,1,0,0,3,7,4,0,1,0,55,3,0,6,2,1.0,0.0666666666666666,0.0666666666666666,0.0666666666666666,0.0,0.2666666666666666,0.1333333333333333,0.0666666666666666,0.0666666666666666,0.2,0.0666666666666666
1,4,3,0,12,0,0,0,0,0,2,11,3,0,4,0,17,3,0,8,0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0
0,3,2,0,7,0,0,1,0,0,2,5,3,0,1,0,13,3,0,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1,3,0,4,0,0,0,0,0,0,3,1,0,1,0,45,4,0,6,0,0.0,0.0666666666666666,0.1333333333333333,0.1333333333333333,0.0666666666666666,0.1333333333333333,0.1333333333333333,0.1333333333333333,0.0666666666666666,0.0666666666666666,0.0666666666666666
0,2,11,0,10,0,0,0,0,0,1,6,2,0,3,0,332,3,0,106,3,0.0,0.0481927710843373,0.0963855421686747,0.144578313253012,0.072289156626506,0.1686746987951807,0.1566265060240964,0.0963855421686747,0.0602409638554216,0.072289156626506,0.0843373493975903
1,2,3,0,9,0,0,0,0,0,0,5,2,2,3,1,30,3,0,10,0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0
0,0,0,0,8,0,0,1,0,0,0,6,5,1,3,0,16,5,0,16,0,0.0,0.0,0.0,0.1666666666666666,0.0,0.1666666666666666,0.1666666666666666,0.0,0.1666666666666666,0.1666666666666666,0.1666666666666666
1,1,1,0,7,0,0,1,0,0,0,5,3,0,2,1,16,5,1,0,0,0.0,0.0909090909090909,0.0909090909090909,0.1818181818181818,0.0,0.1818181818181818,0.0909090909090909,0.0909090909090909,0.0909090909090909,0.0909090909090909,0.0909090909090909
0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,4,5,1,0,0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0
2,4,3,0,12,0,1,1,0,0,1,5,3,0,3,0,17,3,0,4,0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0
0,0,0,0,1,0,0,1,0,0,1,1,3,0,0,0,5,2,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,1,1,0,4,0,0,1,0,0,0,2,0,2,2,0,6,2,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,2,2,0,16,0,1,1,0,0,1,10,3,0,3,1,20,3,0,10,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1,3,0,10,0,0,0,0,0,0,6,3,0,3,0,113,3,0,3,-1,1.0,0.1363636363636363,0.0909090909090909,0.0909090909090909,0.0454545454545454,0.1818181818181818,0.1818181818181818,0.0909090909090909,0.0454545454545454,0.0454545454545454,0.0909090909090909
0,2,4,0,7,0,0,0,0,0,1,4,2,0,3,0,42,3,0,6,-1,1.0,0.1428571428571428,0.0,0.0,0.2857142857142857,0.0,0.2857142857142857,0.1428571428571428,0.1428571428571428,0.0,0.0
0,3,5,0,11,0,0,0,0,0,1,7,3,0,4,0,128,3,0,84,0,1.0,0.1666666666666666,0.0416666666666666,0.0833333333333333,0.0833333333333333,0.25,0.0833333333333333,0.0416666666666666,0.0833333333333333,0.0,0.1666666666666666
0,4,4,0,12,0,0,0,0,0,2,7,4,0,3,0,115,3,0,3,2,1.0,0.1428571428571428,0.0,0.1428571428571428,0.0,0.4285714285714285,0.0,0.0,0.0,0.0,0.2857142857142857
0,1,1,0,13,0,0,0,0,0,0,8,8,0,3,0,25,3,0,8,1,1.0,0.25,0.25,0.0,0.0,0.0,0.25,0.125,0.125,0.0,0.0
0,1,2,0,8,0,0,0,0,0,1,7,2,0,2,0,26,3,0,6,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1,2,0,10,0,0,0,0,0,0,3,2,3,4,0,28,3,0,4,0,1.0,0.0,0.25,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.25
0,2,6,0,5,0,0,0,0,0,2,4,2,0,1,0,49,3,0,5,-1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0,1,3,0,6,0,0,0,0,0,1,4,2,0,1,0,25,3,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,1,2,0,6,0,0,0,0,0,0,4,2,0,2,0,35,4,0,6,1,1.0,0.25,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.25,0.0
0,2,5,0,5,0,0,0,0,0,1,4,2,0,2,0,19,3,0,9,0,1.0,0.0,0.2,0.2,0.0,0.2,0.4,0.0,0.0,0.0,0.0
0,1,1,1,3,0,0,1,0,0,0,2,1,0,1,0,11,2,0,5,0,1.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0
0,1,1,0,3,0,0,2,0,0,1,3,3,0,0,0,13,3,0,13,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,6,9,0,24,0,0,1,0,0,4,17,11,1,7,0,193,4,0,123,1,1.0,0.1044776119402985,0.1194029850746268,0.1343283582089552,0.0298507462686567,0.1641791044776119,0.1492537313432835,0.0746268656716417,0.0597014925373134,0.0746268656716417,0.0895522388059701
0,1,2,0,11,0,1,2,0,0,0,4,5,0,3,0,37,3,0,4,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0,1,1,0,3,0,0,2,0,0,0,3,4,0,1,0,9,4,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0,0,6,0,0,0,0,0,1,4,2,0,2,0,12,3,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0
1,6,3,0,15,0,0,3,0,0,2,13,6,0,6,1,35,4,0,11,0,1.0,0.0,0.0,0.4,0.0,0.6,0.0,0.0,0.0,0.0,0.0
0,3,3,0,10,0,0,2,0,0,1,7,5,0,2,0,37,4,0,7,0,1.0,0.125,0.0,0.0,0.0,0.25,0.25,0.125,0.125,0.0,0.125
1,4,6,0,18,0,0,2,0,0,3,10,5,0,6,0,127,3,0,74,1,1.0,0.0526315789473684,0.0526315789473684,0.1052631578947368,0.1578947368421052,0.2631578947368421,0.1578947368421052,0.1052631578947368,0.0526315789473684,0.0,0.0526315789473684
0,2,2,0,9,0,0,4,0,0,1,7,5,0,1,0,49,4,0,4,0,1.0,0.0,0.0,0.1538461538461538,0.1538461538461538,0.2307692307692307,0.0,0.0769230769230769,0.0769230769230769,0.1538461538461538,0.1538461538461538
0,2,4,0,9,0,0,3,0,0,1,6,6,0,3,0,81,4,0,3,2,1.0,0.05,0.05,0.15,0.15,0.3,0.1,0.05,0.0,0.1,0.05
0,2,4,0,6,0,0,0,0,0,0,4,2,0,1,0,62,3,0,4,0,1.0,0.1428571428571428,0.1428571428571428,0.2857142857142857,0.0,0.1428571428571428,0.1428571428571428,0.0,0.0,0.1428571428571428,0.0
0,0,1,0,3,0,0,0,0,0,0,1,1,0,1,0,12,4,1,0,0,1.0,0.0909090909090909,0.0909090909090909,0.0909090909090909,0.1818181818181818,0.0909090909090909,0.0909090909090909,0.0909090909090909,0.0909090909090909,0.0909090909090909,0.0909090909090909
0,2,4,0,11,0,0,0,0,0,1,6,3,1,4,0,59,3,0,7,0,1.0,0.1428571428571428,0.1428571428571428,0.1428571428571428,0.1428571428571428,0.2857142857142857,0.0,0.0,0.0,0.1428571428571428,0.0
0,3,4,0,9,0,0,0,0,0,1,5,2,0,2,0,26,3,0,13,0,1.0,0.0,0.25,0.0,0.0,0.0,0.5,0.25,0.0,0.0,0.0
0,1,2,0,2,0,0,0,0,0,0,2,1,0,0,0,18,3,0,6,0,1.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0
0,2,7,0,12,0,0,0,0,0,1,7,5,1,4,0,263,4,0,114,-1,1.0,0.1224489795918367,0.0,0.1836734693877551,0.0816326530612244,0.3877551020408163,0.1020408163265306,0.0204081632653061,0.0,0.0408163265306122,0.0612244897959183
0,2,4,0,7,0,0,0,0,0,1,4,2,0,2,0,105,4,0,3,-1,1.0,0.08,0.04,0.2,0.0,0.24,0.2,0.04,0.04,0.08,0.08
0,2,4,0,10,0,0,0,0,0,1,7,3,1,3,0,116,4,0,84,-2,1.0,0.0,0.0,0.2916666666666667,0.0416666666666666,0.25,0.0833333333333333,0.0,0.0833333333333333,0.2083333333333333,0.0416666666666666
0,1,2,0,6,0,0,0,0,0,0,4,3,1,3,0,31,3,0,10,0,1.0,0.1176470588235294,0.0588235294117647,0.1176470588235294,0.0,0.1764705882352941,0.1764705882352941,0.0588235294117647,0.0588235294117647,0.1764705882352941,0.0588235294117647
0,1,1,0,2,0,0,0,0,0,2,1,1,0,0,0,3,6,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,3,4,0,6,0,0,0,0,0,1,4,2,0,1,0,22,4,0,22,0,0.0,0.1666666666666666,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.1666666666666666,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333
0,1,1,0,5,0,0,0,0,0,0,4,2,1,2,0,21,4,0,10,0,0.0,0.25,0.25,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0
0,1,2,0,3,0,0,1,0,0,1,1,1,0,1,0,12,3,0,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,3,2,0,6,0,0,1,0,0,0,3,3,0,2,0,34,3,0,6,0,0.0,0.0,0.0,0.125,0.0,0.125,0.125,0.125,0.125,0.125,0.25
0,5,3,0,37,0,0,1,0,0,2,27,10,1,14,1,127,4,0,3,0,0.0,0.2,0.05,0.15,0.05,0.2,0.2,0.05,0.05,0.0,0.05
1,4,4,0,8,0,0,0,0,0,1,4,1,0,2,0,22,2,0,10,0,0.0,0.0,0.1666666666666666,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.1666666666666666,0.0,0.0
0,2,3,0,5,0,0,0,0,0,1,4,3,0,1,0,53,3,0,7,0,1.0,0.0,0.0,0.1,0.0,0.3,0.3,0.2,0.1,0.0,0.0
0,1,1,0,7,0,1,0,0,0,0,3,2,0,3,0,86,4,0,147,-2,1.0,0.0,0.0,0.2,0.0,0.8,0.0,0.0,0.0,0.0,0.0
0,2,6,0,7,0,0,1,0,0,1,5,3,0,2,0,72,3,0,4,-1,1.0,0.0769230769230769,0.0,0.0769230769230769,0.0,0.1538461538461538,0.2307692307692307,0.2307692307692307,0.0,0.0769230769230769,0.1538461538461538
0,1,1,0,4,0,0,2,0,0,1,4,5,0,1,0,9,3,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,1,1,0,6,0,0,0,0,0,0,1,1,0,1,0,16,2,0,25,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,9,2,0,9,0,0,3,0,0,2,7,6,2,9,1,24,4,0,8,0,1.0,0.0,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.25,0.25
0,1,4,0,7,0,0,1,0,0,0,4,3,0,2,0,123,3,0,79,0,1.0,0.0,0.0,0.2727272727272727,0.0,0.3636363636363636,0.0,0.0,0.0,0.0909090909090909,0.2727272727272727
0,3,8,0,9,0,0,0,0,0,1,6,3,0,3,0,71,3,0,8,0,1.0,0.0,0.0,0.3571428571428571,0.0,0.2857142857142857,0.0,0.0,0.0,0.1428571428571428,0.2142857142857142
0,1,4,0,13,0,0,0,0,0,1,7,4,1,2,0,62,4,0,4,0,1.0,0.2857142857142857,0.0,0.0,0.1428571428571428,0.0,0.4285714285714285,0.1428571428571428,0.0,0.0,0.0
0,1,3,0,4,0,0,0,0,0,2,3,2,0,1,0,18,3,0,17,1,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5
0,2,2,0,13,0,0,0,0,0,1,8,4,1,4,0,169,4,0,119,0,1.0,0.0384615384615384,0.0384615384615384,0.2307692307692307,0.0384615384615384,0.3846153846153846,0.0384615384615384,0.0,0.0,0.1153846153846153,0.1153846153846153
0,1,1,0,8,0,0,0,0,0,1,5,3,0,2,0,25,3,0,6,0,1.0,0.0,0.0,0.2,0.0,0.6,0.0,0.0,0.0,0.0,0.2
0,4,7,0,16,0,0,0,0,0,2,11,8,1,5,0,391,4,0,131,-1,1.0,0.0789473684210526,0.087719298245614,0.1491228070175438,0.0614035087719298,0.1666666666666666,0.1666666666666666,0.0614035087719298,0.0350877192982456,0.0701754385964912,0.1228070175438596
0,1,3,0,6,0,0,0,0,0,0,4,2,1,3,0,40,3,0,5,1,1.0,0.0,0.0,0.2,0.1,0.3,0.1,0.0,0.0,0.1,0.2
0,1,1,0,4,0,0,0,0,0,0,1,2,0,1,0,6,3,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1,2,0,2,0,0,0,0,0,0,1,1,0,0,0,7,2,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,2,5,0,8,0,0,0,0,0,1,6,3,0,3,0,104,4,0,4,0,1.0,0.1034482758620689,0.0689655172413793,0.0689655172413793,0.0,0.1724137931034483,0.1724137931034483,0.1379310344827586,0.0344827586206896,0.1034482758620689,0.1379310344827586
0,3,2,1,13,0,0,1,0,0,3,6,2,2,5,0,20,3,0,10,0,1.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333
0,3,6,0,11,0,0,0,0,0,1,8,2,0,4,0,193,3,0,150,2,1.0,0.0930232558139534,0.0697674418604651,0.1627906976744186,0.0465116279069767,0.2325581395348837,0.1162790697674418,0.0465116279069767,0.0697674418604651,0.0465116279069767,0.1162790697674418
0,2,7,0,19,0,0,0,0,0,1,10,4,1,5,0,210,3,0,92,1,1.0,0.074074074074074,0.074074074074074,0.1481481481481481,0.074074074074074,0.2222222222222222,0.037037037037037,0.037037037037037,0.074074074074074,0.074074074074074,0.1851851851851851
0,2,2,0,13,0,0,2,0,0,1,6,7,1,5,0,23,3,1,0,0,1.0,0.0,0.0,0.125,0.125,0.375,0.125,0.125,0.0,0.0,0.125
0,2,4,0,10,0,0,0,0,0,1,6,3,0,3,0,82,3,0,3,0,1.0,0.0526315789473684,0.0526315789473684,0.1052631578947368,0.0,0.3684210526315789,0.1578947368421052,0.0526315789473684,0.0526315789473684,0.0526315789473684,0.1052631578947368
0,2,4,0,9,0,0,0,0,0,1,7,2,2,4,0,28,3,0,6,0,1.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0
0,3,8,0,11,0,0,0,0,0,1,7,4,0,2,0,173,3,0,114,0,1.0,0.1162790697674418,0.0,0.1627906976744186,0.0697674418604651,0.2325581395348837,0.1395348837209302,0.0930232558139534,0.0,0.0930232558139534,0.0930232558139534
0,1,1,0,2,0,0,1,0,0,0,1,1,0,0,0,3,3,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,2,3,0,6,0,0,0,0,0,2,5,2,0,1,0,22,3,0,4,0,0.0,0.25,0.25,0.125,0.0,0.125,0.25,0.0,0.0,0.0,0.0
0,2,4,0,5,0,0,0,0,0,1,2,0,0,1,0,15,3,1,0,-1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,1,1,0,4,0,0,0,0,0,1,2,1,0,1,1,5,2,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,2,2,0,11,0,0,0,0,0,1,7,5,0,5,1,18,4,0,8,0,0.0,0.0,0.2,0.0,0.0,0.0,0.4,0.0,0.4,0.0,0.0
0,1,1,0,6,0,0,0,0,0,1,4,0,1,2,0,8,4,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,2,2,0,6,0,0,0,0,0,1,6,3,0,3,0,11,3,1,0,0,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0
1,5,4,0,20,0,1,0,0,0,1,10,6,1,4,0,31,4,0,10,0,0.0,0.0,0.1428571428571428,0.1428571428571428,0.0,0.1428571428571428,0.1428571428571428,0.1428571428571428,0.1428571428571428,0.1428571428571428,0.0
0,2,3,0,9,0,0,0,0,0,1,5,3,1,4,1,37,4,0,37,0,0.0,0.1,0.2,0.0,0.0,0.2,0.2,0.1,0.1,0.0,0.1
0,1,1,0,1,0,0,1,0,0,0,1,1,0,0,0,2,3,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,4,5,0,10,0,0,0,0,0,2,8,2,0,2,0,31,3,0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,2,9,0,7,0,0,0,0,0,1,5,2,0,2,0,152,3,0,99,1,0.0,0.1904761904761904,0.1428571428571428,0.1428571428571428,0.0476190476190476,0.1904761904761904,0.1428571428571428,0.0952380952380952,0.0476190476190476,0.0,0.0
1,2,2,0,30,0,1,0,0,0,1,21,10,1,11,1,52,4,0,5,-1,0.0,0.1923076923076923,0.2692307692307692,0.0,0.0,0.0,0.2692307692307692,0.1538461538461538,0.1153846153846153,0.0,0.0
1,2,2,0,3,0,0,0,0,0,0,2,0,0,2,0,4,2,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,4,7,0,16,0,0,0,0,0,1,10,3,0,5,0,46,3,0,7,0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0
0,2,4,0,9,0,0,0,0,0,1,6,3,0,3,0,104,4,0,60,0,0.0,0.2272727272727272,0.0,0.0454545454545454,0.0454545454545454,0.1363636363636363,0.2727272727272727,0.1818181818181818,0.0454545454545454,0.0,0.0454545454545454
1,3,3,0,16,0,0,0,0,0,1,11,5,1,4,0,81,3,0,4,0,0.0,0.0,0.1428571428571428,0.1428571428571428,0.0,0.2857142857142857,0.2857142857142857,0.0,0.0,0.0,0.1428571428571428
0,1,2,0,4,0,0,1,0,0,1,3,2,0,0,0,14,4,0,14,0,1.0,0.0,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.25,0.25
0,3,7,0,8,0,0,0,0,0,1,5,3,0,2,0,188,3,0,136,-2,1.0,0.0,0.0434782608695652,0.0869565217391304,0.0434782608695652,0.1739130434782608,0.2608695652173913,0.1739130434782608,0.0434782608695652,0.1304347826086956,0.0434782608695652
1,3,2,0,7,0,0,0,0,0,1,5,2,0,2,0,22,3,0,3,0,1.0,0.0909090909090909,0.0909090909090909,0.0,0.0909090909090909,0.0909090909090909,0.1818181818181818,0.1818181818181818,0.0909090909090909,0.0909090909090909,0.0909090909090909
0,4,3,0,12,0,0,1,0,0,2,9,2,1,4,0,17,3,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1,1,0,9,0,0,0,0,0,1,2,4,1,2,0,16,3,0,16,0,1.0,0.2666666666666666,0.2666666666666666,0.0,0.0,0.0,0.2666666666666666,0.0,0.2,0.0,0.0
0,1,1,0,4,0,1,1,0,0,0,1,4,0,2,0,8,5,1,0,-1,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0
1,5,7,0,9,0,0,1,0,0,3,8,5,2,3,0,36,4,0,11,0,1.0,0.0,0.0,0.2142857142857142,0.0714285714285714,0.2142857142857142,0.0,0.0714285714285714,0.0,0.2142857142857142,0.2142857142857142
